,EPISODE_ID,BEGIN_DATE,DURACION,END_DATE,GRANIZO,LAT,LLUVIA,LON,NIEVE,RANGE,T. ELECTRICA,TORNADO,VIENTO,ACCIDENTES
931,5958,2007-06-19 08:48:00,2.2,2007-06-19 11:00:00,0,40.75,3,-86.35,0,2.17697331186,0,0,0,0
932,30106,2009-07-28 13:55:00,14.0833333333,2009-07-29 04:00:00,1.5,41.613275,3,-86.398925,0,65.2106652129,0,0,3,0
933,3140,2007-02-26 01:32:00,70.45,2007-02-28 23:59:00,0,39.8428571429,2,-87.3285714286,0,123.52475604,0,0,0,0
934,28036,2009-04-10 10:44:00,0.5,2009-04-10 11:14:00,1.0,38.2066666667,0,-85.9812,0,39.2450975689,0,0,0,0
935,28038,2009-04-10 13:35:00,73.45,2009-04-13 15:02:00,1.0,38.2189142857,0,-86.0336571429,0,79.85324601,0,0,0,1
936,29521,2009-06-01 17:15:00,0.633333333333,2009-06-01 17:53:00,0,40.6174428571,0,-85.867,0,50.907029441,0,0,3,0
937,79661,2013-10-31 21:32:00,0.616666666667,2013-10-31 22:09:00,0,39.6315555556,0,-85.0921888889,0,73.1781881352,0,0,3,0
938,77225,2013-08-02 15:33:00,10.95,2013-08-03 02:30:00,0,41.08111,3,-85.54289,0,75.7473426506,0,0,3,0
939,67819,2012-08-04 13:25:00,8.58333333333,2012-08-04 22:00:00,1.0,40.1197909091,2,-85.6887863636,0,80.4056458832,0,0,3,1
940,59271,2012-01-23 00:54:00,0.716666666667,2012-01-23 01:37:00,0,38.23,0,-86.7366666667,0,40.3931907985,0,0,3,0
941,15407,2008-03-18 19:00:00,23.0,2008-03-19 18:00:00,0,39.400475,3,-85.07066875,0,65.7187256762,0,0,0,0
